Freq_Thz,S11-db,VSWR,W1
6.26,-7.191052932,2.552181491,50
6.28,-7.213753669,2.545000456,50
6.3,-7.211968795,2.545563344,50
6.32,-7.175138424,2.557244434,50
6.34,-7.09845464,2.58197632,50
6.36,-6.984329244,2.619845356,50
6.38,-6.841443746,2.669135282,50
6.4,-6.683423239,2.726228787,50
6.42,-6.529164153,2.784762438,50
6.44,-6.403657586,2.834565979,50
6.46,-6.334918273,2.862717821,50
6.48,-6.345401193,2.858383427,50
6.5,-6.441380486,2.819383432,50
6.52,-6.604626725,2.755770214,50
6.54,-6.79104313,2.68704224,50
6.56,-6.943515704,2.633706661,50
6.58,-7.01975718,2.607950743,50
6.6,-7.0140663,2.609852871,50
6.62,-6.950766173,2.631231699,50
6.64,-6.860992385,2.662264205,50
6.66,-6.767638354,2.695453074,50
6.68,-6.683673473,2.726136135,50
6.7,-6.616079159,2.751430793,50
6.72,-6.569244419,2.769277012,50
6.74,-6.545999825,2.77823362,50
6.76,-6.546719339,2.777955378,50
6.78,-6.568000431,2.769754665,50
6.8,-6.602348192,2.75663545,50
6.82,-6.639189839,2.742721732,50
6.84,-6.666349566,2.732567712,50
6.86,-6.671173666,2.730773224,50
6.88,-6.642557223,2.741458064,50
6.9,-6.57651548,2.766488939,50
6.92,-6.485093497,2.802020911,50
6.94,-6.400985295,2.835648605,50
6.96,-6.367618746,2.849246343,50
6.98,-6.417270434,2.829065626,50
7,-6.555804505,2.774447571,50
1,-0.732428614,23.73210339,60
1.02,-0.754378805,23.04239932,60
1.04,-0.779562421,22.29896959,60
1.06,-0.808261026,21.50829039,60
1.08,-0.840927324,20.67401757,60
1.1,-0.878200921,19.79794714,60
1.12,-0.920952839,18.88050078,60
1.14,-0.970365661,17.92091787,60
1.16,-1.028079931,16.91702655,60
1.18,-1.09640358,15.86536166,60
1.2,-1.178765493,14.75987631,60
1.22,-1.28034423,13.59261233,60
1.24,-1.409570787,12.35119766,60
1.26,-1.58041228,11.02223738,60
1.28,-1.816833424,9.596406006,60
1.3,-2.156919612,8.095321177,60
1.32,-2.638024734,6.635687795,60
1.34,-3.18849962,5.509305989,60
1.36,-3.489206209,5.045491822,60
1.38,-3.426634776,5.135213634,60
1.4,-3.332938532,5.27594784,60
1.42,-3.400148787,5.174200009,60
1.44,-3.645273696,4.835304208,60
1.46,-4.060941994,4.355410641,60
1.48,-4.658494795,3.81801668,60
1.5,-5.47313333,3.27834105,60
1.52,-6.566248737,2.770427582,60
1.54,-8.031375018,2.314944941,60
1.56,-10.00129648,1.92474871,60
1.58,-12.61994052,1.610575239,60
1.6,-15.68489467,1.393330844,60
1.62,-17.05322988,1.326638538,60
1.64,-14.96395068,1.434771022,60
1.66,-12.2827843,1.642505178,60
1.68,-10.23044724,1.889956986,60
1.7,-8.79630666,2.140863681,60
1.72,-7.848851834,2.361884079,60
1.74,-7.282971409,2.523396467,60
1.76,-6.979821406,2.621367946,60
1.78,-6.710706702,2.716169501,60
1.8,-6.176540262,2.930071855,60
1.82,-5.376483024,3.333579687,60
1.84,-4.605379522,3.860020163,60
1.86,-4.032021963,4.385544375,60
1.88,-3.656262639,4.821190259,60
1.9,-3.434429849,5.123855582,60
1.92,-3.33304378,5.275785261,60
1.94,-3.334694386,5.273236873,60
1.96,-3.424831746,5.137848253,60
1.98,-3.550508934,4.960696451,60
2,-3.562228193,4.944822926,60
2.02,-3.340364573,5.264502036,60
2.04,-3.038440621,5.775517478,60
2.06,-2.839116308,6.173108383,60
2.08,-2.766195602,6.333014461,60
2.1,-2.787673005,6.285040524,60
2.12,-2.878760943,6.089601404,60
2.14,-3.028779166,5.79357085,60
2.16,-3.237255702,5.428179281,60
2.18,-3.511272082,5.014624063,60
2.2,-3.864689759,4.568912635,60
2.22,-4.318897729,4.104803931,60
2.24,-4.904431565,3.635668603,60
2.26,-5.662822992,3.17558629,60
2.28,-6.646801667,2.739867176,60
2.3,-7.913524577,2.344987615,60
2.32,-9.50047442,2.00727977,60
2.34,-11.36978677,1.740068878,60
2.36,-13.34495653,1.548275038,60
2.38,-15.19019546,1.421238195,60
2.4,-16.9262861,1.332246259,60
2.42,-18.92167942,1.255346098,60
2.44,-21.32991597,1.187713094,60
2.46,-22.4461802,1.163227442,60
2.48,-20.08147035,1.219919483,60
2.5,-16.86257505,1.335102075,60
2.52,-14.25171678,1.480856932,60
2.54,-12.2574653,1.644985655,60
2.56,-10.7146976,1.821867315,60
2.58,-9.492750392,2.008627836,60
2.6,-8.505182917,2.203142703,60
2.62,-7.700414516,2.401810955,60
2.64,-7.052810584,2.596966883,60
2.66,-6.554477063,2.774959465,60
2.68,-6.207441776,2.916648803,60
2.7,-6.016614065,3.001836815,60
2.72,-5.98316057,3.017353629,60
2.74,-6.095765686,2.965828662,60
2.76,-6.318907419,2.869366839,60
2.78,-6.588176925,2.762030839,60
2.8,-6.832772969,2.672196173,60
2.82,-7.015875786,2.609247713,60
2.84,-7.147149727,2.566206364,60
2.86,-7.257758494,2.53121538,60
2.88,-7.372626675,2.496051162,60
2.9,-7.496282579,2.459471555,60
2.92,-7.606964079,2.427799396,60
2.94,-7.659795662,2.413024115,60
2.96,-7.606983959,2.427793796,60
2.98,-7.428653127,2.479317561,60
3,-7.146616944,2.566377679,60
3.02,-6.807715456,2.68108785,60
3.04,-6.457628691,2.812901049,60
3.06,-6.127153803,2.951817344,60
3.08,-5.832057087,3.089745797,60
3.1,-5.578315394,3.220471488,60
3.12,-5.36741331,3.338868706,60
3.14,-5.199857579,3.440003303,60
3.16,-5.077016652,3.518519637,60
3.18,-5.001637723,3.568664459,60
3.2,-4.977583966,3.584994464,60
3.22,-5.009422857,3.563413673,60
3.24,-5.102205305,3.502102712,60
3.26,-5.26158146,3.401975193,60
3.28,-5.494141576,3.266599619,60
3.3,-5.807797022,3.101732925,60
3.32,-6.211991805,2.914684107,60
3.34,-6.717788672,2.713572424,60
3.36,-7.337626612,2.50664218,60
3.38,-8.084918216,2.301604973,60
3.4,-8.973557198,2.1050848,60
3.42,-10.01756483,1.922220405,60
3.44,-11.23079044,1.75652291,60
3.46,-12.6252784,1.610085703,60
3.48,-14.20139073,1.484327751,60
3.5,-15.90731463,1.381489867,60
3.52,-17.5183935,1.306991474,60
3.54,-18.47233086,1.270738898,60
3.56,-18.20264559,1.280474175,60
3.58,-16.97764506,1.329964352,60
3.6,-15.50187294,1.403396111,60
3.62,-14.16421269,1.486911032,60
3.64,-13.05739658,1.572008649,60
3.66,-12.15214873,1.655432214,60
3.68,-11.38131852,1.73872431,60
3.7,-10.67646696,1.826991793,60
3.72,-9.996325495,1.925523082,60
3.74,-9.352370192,2.033554175,60
3.76,-8.807932401,2.138469057,60
3.78,-8.434571771,2.218948873,60
3.8,-8.260054018,2.259264241,60
3.82,-8.252531952,2.261043152,60
3.84,-8.331080464,2.242637139,60
3.86,-8.386680364,2.229832575,60
3.88,-8.333818997,2.242002155,60
3.9,-8.16852557,2.281149155,60
3.92,-7.954411412,2.334456829,60
3.94,-7.756275556,2.386594217,60
3.96,-7.603893792,2.42866477,60
3.98,-7.497697303,2.459060457,60
4,-7.426254791,2.480028397,60
4.02,-7.378640475,2.494242099,60
4.04,-7.349170555,2.503137176,60
4.06,-7.33702265,2.506825878,60
4.08,-7.343757165,2.504779352,60
4.1,-7.370996587,2.496542062,60
4.12,-7.419202124,2.482121543,60
4.14,-7.487674303,2.46197655,60
4.16,-7.575474784,2.436710186,60
4.18,-7.682811926,2.406654797,60
4.2,-7.812198175,2.371592866,60
4.22,-7.968625359,2.330822944,60
4.24,-8.158514136,2.283574922,60
4.26,-8.387436109,2.229659787,60
4.28,-8.657322197,2.170031132,60
4.3,-8.964248791,2.10692553,60
4.32,-9.298305925,2.043374071,60
4.34,-9.64676951,1.982194471,60
4.36,-10.00048773,1.924874637,60
4.38,-10.3603669,1.870990477,60
4.4,-10.73979018,1.818526153,60
4.42,-11.16161771,1.764885104,60
4.44,-11.65254146,1.707974239,60
4.46,-12.23861403,1.646840235,60
4.48,-12.94338983,1.581764356,60
4.5,-13.78812778,1.5139937,60
4.52,-14.79278778,1.445350229,60
4.54,-15.97613448,1.377910316,60
4.56,-17.35189044,1.313865507,60
4.58,-18.91203373,1.255666086,60
4.6,-20.57445639,1.206532032,60
4.62,-22.06087765,1.171265141,60
4.64,-22.80625629,1.15608186,60
4.66,-22.38261446,1.164524993,60
4.68,-21.10233651,1.193177702,60
4.7,-19.55038998,1.235417745,60
4.72,-18.04722959,1.286262616,60
4.74,-16.69184888,1.342894287,60
4.76,-15.49658472,1.403691374,60
4.78,-14.45082072,1.467413034,60
4.8,-13.54188656,1.532710447,60
4.82,-12.759986,1.597890301,60
4.84,-12.09777252,1.660908455,60
4.86,-11.54916384,1.719500165,60
4.88,-11.10895951,1.77133011,60
4.9,-10.77340635,1.81407746,60
4.92,-10.54079009,1.845515161,60
4.94,-10.41155879,1.863662015,60
4.96,-10.3873514,1.867117415,60
4.98,-10.46950705,1.85546287,60
5,-10.65724074,1.829584504,60
5.02,-10.94557233,1.791775032,60
5.04,-11.32314783,1.745538667,60
5.06,-11.77064011,1.695090488,60
5.08,-12.26114984,1.644623946,60
5.1,-12.76413953,1.597519066,60
5.12,-13.25242718,1.555778682,60
5.14,-13.70908158,1.519914193,60
5.16,-14.13021582,1.489287705,60
5.18,-14.52145997,1.462751183,60
5.2,-14.89004611,1.439302106,60
5.22,-15.23587254,1.418566429,60
5.24,-15.54384301,1.401061677,60
5.26,-15.78100967,1.388162302,60
5.28,-15.90331916,1.381698889,60
5.3,-15.87610428,1.383126174,60
5.32,-15.69840089,1.392599739,60
5.34,-15.4084994,1.408646854,60
5.36,-15.06320048,1.428772367,60
5.38,-14.70911976,1.450632106,60
5.4,-14.36526181,1.473134538,60
5.42,-14.02032067,1.4970659,60
5.44,-13.64144095,1.525045836,60
5.46,-13.192826,1.560678256,60
5.48,-12.65897628,1.607006424,60
5.5,-12.05782336,1.664968171,60
5.52,-11.43195098,1.732857272,60
5.54,-10.82637581,1.807130639,60
5.56,-10.27248936,1.883760894,60
5.58,-9.78645313,1.959012093,60
5.6,-9.376072197,2.029288162,60
5.62,-9.046838749,2.090737265,60
5.64,-8.802200721,2.139648788,60
5.66,-8.639218552,2.173905187,60
5.68,-8.544623229,2.19443664,60
5.7,-8.495411299,2.205313175,60
5.72,-8.463790773,2.212373773,60
5.74,-8.423472841,2.221459328,60
5.76,-8.354611393,2.237195623,60
5.78,-8.246471751,2.262478879,60
5.8,-8.097670496,2.298455669,60
5.82,-7.914591562,2.344711325,60
5.84,-7.708709909,2.39953641,60
5.86,-7.493861412,2.460175494,60
5.88,-7.28411928,2.523041857,60
5.9,-7.092391281,2.583955947,60
5.92,-6.929620454,2.63846507,60
5.94,-6.804488054,2.682238099,60
5.96,-6.723496732,2.711483361,60
5.98,-6.691333596,2.723303417,60
6,-6.711081113,2.716032054,60
6.02,-6.783977697,2.68957488,60
6.04,-6.908348561,2.645788633,60
6.06,-7.077059547,2.58897757,60
6.08,-7.272816899,2.526538641,60
6.1,-7.463072511,2.469169442,60
6.12,-7.602407385,2.429083987,60
6.14,-7.652142932,2.415150897,60
6.16,-7.606454216,2.427943052,60
6.18,-7.494054704,2.460119278,60
6.2,-7.35352046,2.501819468,60
6.22,-7.212671563,2.54534168,60
6.24,-7.085161222,2.586321161,60
6.26,-6.975323167,2.62288936,60
6.28,-6.882920392,2.654605641,60
6.3,-6.805929564,2.681724202,60
6.32,-6.742238489,2.704650266,60
6.34,-6.691231385,2.72334117,60
6.36,-6.655532965,2.736601229,60
6.38,-6.642493276,2.741482048,60
6.4,-6.664606525,2.733216765,60
6.42,-6.737993724,2.706194379,60
6.44,-6.878327464,2.656205513,60
6.46,-7.092266566,2.583996702,60
6.48,-7.360941521,2.499575228,60
6.5,-7.619798524,2.42418998,60
6.52,-7.769404711,2.383051616,60
6.54,-7.748613737,2.388667495,60
6.56,-7.589084624,2.432849252,60
6.58,-7.366865843,2.497787062,60
6.6,-7.136765173,2.56955036,60
6.62,-6.921168787,2.641369168,60
6.64,-6.72549277,2.71075372,60
6.66,-6.550699847,2.776417239,60
6.68,-6.398110401,2.836814367,60
6.7,-6.269810617,2.889976861,60
6.72,-6.167881997,2.933857982,60
6.74,-6.094315217,2.966479768,60
6.76,-6.051917048,2.985655521,60
6.78,-6.044894547,2.988858659,60
6.8,-6.077657635,2.973980426,60
6.82,-6.15199191,2.940835358,60
6.84,-6.263939933,2.892463841,60
6.86,-6.401518667,2.835432444,60
6.88,-6.544374796,2.778862268,60
6.9,-6.667068805,2.732299994,60
6.92,-6.746979712,2.702927969,60
6.94,-6.775661997,2.692562791,60
6.96,-6.768856148,2.695013937,60
6.98,-6.765737723,2.696138776,60
7,-6.810315318,2.68016209,60
